Donor_Age,Blood_Type,Recency,Frequency,Monetary,Time,Location,donation_density,recency_score,high_frequency_flag,Target
57.0,0.0,14.0,7.0,900.0,57.0,1.0,0.12280701538935061,0.06666666666666667,0,1
45.0,0.0,2.0,44.0,13333.0,65.0,2.0,0.6769230665088759,0.3333333333333333,1,1
37.0,4.0,20.0,8.0,13184.0,38.0,0.0,0.21052631024930765,0.047619047619047616,0,0
55.0,7.0,17.0,34.6,9417.0,80.0,2.0,0.4324999945937501,0.05555555555555555,1,0
20.0,5.0,7.0,44.0,12139.0,26.0,1.0,1.6923076272189372,0.125,1,0
39.0,1.0,10.0,5.0,13672.0,98.0,2.0,0.0510204076426489,0.09090909090909091,0,0
36.0,7.0,7.8,26.0,6062.0,93.0,2.0,0.27956988946699046,0.11363636363636363,0,1
23.0,5.0,21.0,48.0,7278.0,52.0,1.0,0.9230769053254442,0.045454545454545456,1,0
26.0,0.0,27.0,25.0,12596.0,17.0,1.0,1.4705881487889323,0.03571428571428571,0,1
51.0,0.0,17.8,39.0,4427.0,90.0,0.0,0.4333333285185186,0.05319148936170213,1,1
43.0,5.0,20.0,39.0,10215.0,44.0,1.0,0.8863636162190087,0.047619047619047616,1,1
53.0,3.0,18.2,43.0,3055.0,89.0,1.0,0.4831460619871229,0.052083333333333336,1,0
33.0,0.0,15.6,54.0,12593.0,51.0,1.0,1.0588235086505196,0.06024096385542168,1,0
57.0,5.0,12.0,2.0,6574.0,34.0,1.0,0.05882352768166096,0.07692307692307693,0,1
26.0,7.0,24.0,5.0,12776.0,39.0,2.0,0.12820512491781733,0.04,0,1
46.0,5.0,28.0,46.0,3701.0,5.0,2.0,9.199998160000368,0.034482758620689655,1,0
52.0,1.0,13.0,12.0,8538.0,57.0,1.0,0.21052631209602962,0.07142857142857142,0,1
38.0,3.0,12.0,57.0,9821.0,3.0,0.0,18.999993666668775,0.07692307692307693,1,0
47.0,2.0,4.0,31.0,1523.0,42.0,0.0,0.7380952205215424,0.2,1,0
19.0,2.0,22.0,20.0,14960.0,70.0,1.0,0.2857142816326531,0.043478260869565216,0,1
24.0,3.0,20.0,47.0,13081.0,34.0,0.0,1.3823529005190325,0.047619047619047616,1,1
43.0,4.0,24.0,27.0,10407.0,51.0,1.0,0.5294117543252598,0.04,0,0
28.0,6.0,10.4,17.0,3374.0,24.0,2.0,0.7083333038194456,0.08771929824561403,0,1
46.0,0.0,18.0,36.0,12917.0,2.0,0.0,17.9999910000045,0.05263157894736842,1,1
63.0,7.0,8.0,20.0,13494.0,53.0,1.0,0.3773584834460664,0.1111111111111111,0,1
38.0,5.0,2.0,2.0,12680.0,94.0,1.0,0.02127659551833409,0.3333333333333333,0,0
42.2,1.0,13.0,36.0,9969.0,37.0,2.0,0.9729729466764069,0.07142857142857142,1,1
56.0,1.0,9.0,26.0,13842.0,99.0,1.0,0.2626262599734721,0.1,0,1
48.0,5.0,7.0,22.0,9796.0,18.0,1.0,1.2222221543209915,0.125,0,0
49.0,5.0,17.0,55.0,9740.0,75.0,2.0,0.7333333235555557,0.05555555555555555,1,0
23.0,4.0,25.0,44.2,8188.0,83.0,2.0,0.5325301140659023,0.038461538461538464,1,0
36.0,7.0,8.0,59.0,12997.0,22.0,1.0,2.6818180599173607,0.1111111111111111,1,1
60.0,2.0,10.0,46.0,7835.0,97.0,1.0,0.4742267992347753,0.09090909090909091,1,1
47.0,1.0,25.0,4.0,14978.0,67.0,0.0,0.0597014916462464,0.038461538461538464,0,0
40.6,7.0,26.0,50.0,4977.0,59.0,0.0,0.8474576127549558,0.037037037037037035,1,0
44.0,2.0,9.4,53.0,12816.0,69.0,2.0,0.7681159308968706,0.09615384615384615,1,0
45.0,1.0,2.0,37.0,11630.0,6.0,1.0,6.16666563888906,0.3333333333333333,1,0
63.0,7.0,29.0,58.0,8055.0,7.0,1.0,8.285713102040985,0.03333333333333333,1,1
51.0,5.0,15.0,7.0,5938.0,28.0,2.0,0.24999999107142887,0.0625,0,0
25.0,4.0,13.0,3.0,7831.0,51.0,2.0,0.05882352825836219,0.07142857142857142,0,1
49.0,2.0,3.0,30.0,14128.0,86.0,2.0,0.34883720524607903,0.25,0,0
21.0,6.0,7.0,14.0,12808.0,12.0,1.0,1.1666665694444527,0.125,0,0
43.0,3.0,3.0,38.0,6367.0,34.0,1.0,1.117647025951558,0.25,1,1
41.0,7.0,6.0,22.0,7618.0,7.0,2.0,3.142856693877615,0.14285714285714285,0,0
42.0,5.0,7.0,2.0,9359.0,88.0,2.0,0.02272727246900827,0.125,0,1
21.0,5.0,18.0,59.0,3450.0,65.0,2.0,0.9076922937278109,0.05263157894736842,1,1
55.0,6.0,10.0,40.0,3593.0,73.0,0.0,0.5479451979733535,0.09090909090909091,1,0
45.0,5.0,18.6,56.0,12775.0,28.0,0.0,1.999999928571431,0.0510204081632653,1,0
39.0,1.0,4.0,14.0,9520.0,53.0,2.0,0.26415093841224646,0.2,0,0
52.0,7.0,5.0,36.0,9704.0,86.0,1.0,0.4186046462952948,0.16666666666666666,1,1
38.8,6.0,5.0,23.0,13172.0,1.0,0.0,22.999977000023,0.16666666666666666,0,1
54.0,0.0,23.0,35.0,12050.0,27.0,0.0,1.2962962482853242,0.041666666666666664,1,0
21.0,6.0,18.0,8.0,11462.0,12.0,0.0,0.6666666111111158,0.05263157894736842,0,0
60.0,2.0,6.0,17.0,5890.0,77.0,2.0,0.2207792179119582,0.14285714285714285,0,1
51.0,6.0,8.4,33.0,12038.0,61.0,0.0,0.5409835976887934,0.10638297872340426,1,1
37.0,1.0,26.0,47.0,14360.0,39.0,2.0,1.2051281742274829,0.037037037037037035,1,0
44.0,2.0,2.0,43.0,6341.0,43.0,0.0,0.9999999767441866,0.3333333333333333,1,1
49.0,0.0,20.0,58.0,6558.0,46.0,1.0,1.2608695378071841,0.047619047619047616,1,0
27.2,5.0,24.0,28.0,13639.0,83.0,2.0,0.3373493935259109,0.04,0,1
40.0,2.0,11.0,37.0,4110.0,95.0,0.0,0.38947368011080336,0.08333333333333333,1,0
31.0,2.0,1.0,5.0,11233.0,67.0,1.0,0.074626864557808,0.5,0,1
28.0,6.0,8.0,57.0,11406.0,24.0,0.0,2.3749999010416705,0.1111111111111111,1,0
64.0,3.0,18.0,11.0,1573.0,40.0,1.0,0.2749999931250002,0.05263157894736842,0,1
39.0,5.0,1.0,43.0,13644.0,23.0,1.0,1.8695651361058636,0.5,1,1
21.0,3.0,19.0,3.0,2315.0,74.0,2.0,0.040540539992695405,0.05,0,0
51.0,3.0,1.0,25.8,13572.0,44.0,1.0,0.5863636230371905,0.5,0,1
36.4,0.0,24.0,11.0,12934.0,27.0,1.0,0.4074073923182447,0.04,0,1
41.0,5.0,6.0,32.0,9674.0,49.0,0.0,0.6530612111620161,0.14285714285714285,1,1
51.0,1.0,26.0,27.4,14612.0,1.0,2.0,27.3999726000274,0.037037037037037035,0,0
39.0,1.0,27.0,3.0,5606.0,20.0,2.0,0.14999999250000037,0.03571428571428571,0,1
38.0,4.0,29.0,54.0,8527.0,82.0,0.0,0.6585365773349198,0.03333333333333333,1,0
23.0,7.0,25.0,15.0,1439.0,96.0,2.0,0.15624999837239587,0.038461538461538464,0,0
32.0,3.0,4.0,42.0,13091.0,77.0,2.0,0.5454545383707203,0.2,1,0
19.0,2.0,17.0,50.0,2153.0,14.0,1.0,3.571428316326549,0.05555555555555555,1,1
29.0,7.0,2.0,54.0,12381.0,31.0,1.0,1.7419354276795023,0.3333333333333333,1,1
46.0,3.0,21.0,37.0,10350.0,16.0,1.0,2.312499855468759,0.045454545454545456,1,1
21.0,6.0,23.0,26.0,1621.0,23.0,1.0,1.1304347334593594,0.041666666666666664,0,0
41.8,0.0,11.0,33.0,10812.0,25.0,2.0,1.3199999472000021,0.08333333333333333,1,1
55.0,2.0,17.0,3.0,3663.0,16.0,2.0,0.18749998828125072,0.05555555555555555,0,1
28.0,5.0,13.0,57.0,1161.0,14.0,1.0,4.071428280612266,0.07142857142857142,1,0
36.0,3.0,10.0,51.0,8237.0,64.0,1.0,0.7968749875488284,0.09090909090909091,1,1
36.0,0.0,25.0,17.0,6231.0,26.0,1.0,0.6538461286982258,0.038461538461538464,0,1
47.0,1.0,12.0,21.0,10188.0,84.0,2.0,0.24999999702380957,0.07692307692307693,0,0
56.0,0.0,24.0,35.0,9162.0,92.0,0.0,0.380434778473535,0.04,1,1
34.0,3.0,5.0,12.0,1014.0,47.0,0.0,0.25531914350384805,0.16666666666666666,0,1
58.0,2.0,21.0,21.0,3572.0,62.0,0.0,0.33870967195629564,0.045454545454545456,0,1
20.0,4.0,16.0,27.0,14421.0,24.0,1.0,1.124999953125002,0.058823529411764705,0,0
24.0,7.0,13.0,2.0,7768.0,10.0,0.0,0.19999998000000202,0.07142857142857142,0,0
21.0,6.0,12.0,15.0,5811.0,1.0,1.0,14.999985000015002,0.07692307692307693,0,1
45.0,2.0,4.0,17.0,3150.0,72.0,2.0,0.23611110783179018,0.2,0,1
36.0,7.0,13.0,32.0,453.0,54.0,2.0,0.5925925816186559,0.07142857142857142,1,0
24.0,0.0,22.0,20.0,384.0,76.0,2.0,0.2631578912742383,0.043478260869565216,0,1
24.0,4.0,28.0,24.0,1201.0,95.0,0.0,0.2526315762880887,0.034482758620689655,0,0
19.0,4.0,19.0,1.0,13342.0,33.0,2.0,0.030303029384756687,0.05,0,1
40.0,1.0,22.0,25.0,4703.0,84.0,0.0,0.2976190440759638,0.043478260869565216,0,0
40.0,2.0,14.4,46.0,491.0,88.0,1.0,0.5227272667871902,0.06493506493506493,1,0
44.2,2.0,8.0,29.0,11699.0,46.0,2.0,0.6304347689035921,0.1111111111111111,0,0
31.0,6.0,15.0,47.0,6801.0,36.0,2.0,1.3055555192901245,0.0625,1,0
60.0,2.0,21.0,18.0,8719.0,10.0,1.0,1.7999998200000182,0.045454545454545456,0,0
21.0,4.0,28.0,47.0,5352.0,13.0,0.0,3.6153843372781282,0.034482758620689655,1,0
46.0,1.0,11.0,47.0,2297.0,88.0,1.0,0.5340909030216943,0.08333333333333333,1,0
36.0,0.0,22.0,37.0,11683.0,61.0,0.0,0.6065573671056169,0.043478260869565216,1,0
23.0,1.0,9.0,18.0,9135.0,19.0,1.0,0.9473683711911383,0.1,0,0
56.0,5.0,28.0,35.0,7980.0,2.0,2.0,17.499991250004374,0.034482758620689655,1,0
31.0,3.0,13.0,44.0,7737.0,83.0,2.0,0.5301204755407172,0.07142857142857142,1,1
46.0,0.0,1.0,19.0,12793.0,21.0,2.0,0.9047618616780065,0.5,0,1
62.0,3.0,24.0,24.0,14140.0,48.0,1.0,0.4999999895833336,0.04,0,0
33.0,0.0,3.0,32.6,7861.0,28.0,1.0,1.1642856727040831,0.25,1,0
63.0,5.0,6.0,57.0,6136.0,34.0,1.0,1.676470538927337,0.14285714285714285,1,1
55.0,0.0,14.0,48.0,8517.0,98.0,2.0,0.48979591336942946,0.06666666666666667,1,0
38.4,7.0,22.0,28.0,14154.0,98.0,2.0,0.2857142827988339,0.043478260869565216,0,1
32.0,1.0,7.0,5.0,11854.0,79.0,2.0,0.06329113843935268,0.125,0,1
62.0,5.0,22.0,11.0,7451.0,74.0,0.0,0.14864864663988317,0.043478260869565216,0,0
46.0,3.0,21.0,47.0,2938.0,80.0,1.0,0.5874999926562501,0.045454545454545456,1,1
20.0,1.0,7.0,22.0,13899.0,99.0,2.0,0.22222221997755334,0.125,0,0
23.0,3.0,5.0,44.0,2243.0,91.0,0.0,0.48351647820311566,0.16666666666666666,1,1
64.0,3.0,2.0,1.0,5362.0,23.0,2.0,0.04347825897920613,0.3333333333333333,0,1
50.0,7.0,24.0,9.0,1185.0,82.0,0.0,0.10975609622248664,0.04,0,1
43.0,5.0,1.0,36.0,1218.0,31.0,0.0,1.1612902851196683,0.5,1,0
26.0,5.0,17.0,33.0,7746.0,60.0,0.0,0.5499999908333335,0.05555555555555555,1,0
47.0,5.0,9.0,48.0,1226.0,70.0,1.0,0.6857142759183675,0.1,1,1
59.0,3.0,2.0,45.0,2219.0,85.0,0.0,0.5294117584775088,0.3333333333333333,1,0
40.0,3.0,6.0,12.0,2219.0,45.0,2.0,0.2666666607407409,0.14285714285714285,0,0
61.0,0.0,6.0,48.0,2484.0,30.0,1.0,1.5999999466666683,0.14285714285714285,1,1
44.6,7.0,19.0,49.0,2786.0,36.0,2.0,1.3611110733024703,0.05,1,0
25.0,1.0,7.0,8.0,12968.0,94.0,0.0,0.08510638207333636,0.125,0,1
46.0,1.0,27.0,52.0,13289.0,76.0,1.0,0.6842105173130195,0.03571428571428571,1,1
29.0,3.0,3.0,40.0,6948.0,22.0,1.0,1.8181817355371936,0.25,1,0
23.0,6.0,22.0,38.0,389.0,31.0,0.0,1.2258064120707608,0.043478260869565216,1,0
59.0,3.0,8.0,17.0,13333.0,36.0,1.0,0.4722222091049387,0.1111111111111111,0,0
61.0,7.0,2.0,11.0,7716.0,3.0,1.0,3.6666654444448517,0.3333333333333333,0,1
64.0,6.0,13.0,52.0,3031.0,94.0,0.0,0.5531914834766863,0.07142857142857142,1,0
20.0,3.0,22.0,50.0,12552.0,23.0,2.0,2.1739129489603064,0.043478260869565216,1,1
41.0,4.0,8.0,52.0,10175.0,50.0,0.0,1.0399999792000005,0.1111111111111111,1,0
32.8,6.0,23.0,13.0,747.0,2.0,2.0,6.499996750001625,0.041666666666666664,0,1
24.0,5.0,29.0,28.0,8784.0,51.0,0.0,0.5490195970780472,0.03333333333333333,0,1
57.0,7.0,24.0,54.0,3497.0,64.0,2.0,0.8437499868164064,0.04,1,0
53.0,6.0,2.0,54.0,10067.0,15.0,0.0,3.599999760000016,0.3333333333333333,1,1
43.0,6.0,18.0,33.6,722.0,70.0,1.0,0.4799999931428573,0.05263157894736842,1,0
61.0,3.0,22.0,2.0,14948.0,38.0,1.0,0.05263157756232691,0.043478260869565216,0,0
30.0,0.0,5.0,52.0,4424.0,38.0,1.0,1.3684210166204998,0.16666666666666666,1,0
40.0,5.0,5.0,14.0,1675.0,51.0,2.0,0.2745097985390236,0.16666666666666666,0,1
40.6,4.0,14.0,34.0,6716.0,4.0,0.0,8.499997875000531,0.06666666666666667,1,0
60.0,1.0,10.0,41.0,3958.0,38.0,0.0,1.0789473400277017,0.09090909090909091,1,0
50.0,2.0,29.0,5.0,5266.0,64.0,2.0,0.07812499877929689,0.03333333333333333,0,1
32.0,2.0,27.0,10.0,10937.0,58.0,2.0,0.17241379013079672,0.03571428571428571,0,0
36.0,1.0,22.0,8.0,8613.0,20.0,0.0,0.399999980000001,0.043478260869565216,0,1
51.0,7.0,25.0,3.0,7389.0,28.0,0.0,0.10714285331632667,0.038461538461538464,0,1
52.0,2.0,3.0,50.0,5214.0,58.0,0.0,0.8620689506539837,0.25,1,1
25.0,5.0,14.0,38.0,12552.0,21.0,2.0,1.809523723356013,0.06666666666666667,1,0
30.0,1.0,21.0,47.0,12693.0,14.0,1.0,3.3571426173469563,0.045454545454545456,1,0
45.0,4.0,20.0,10.0,502.0,86.0,1.0,0.11627906841535968,0.047619047619047616,0,1
31.0,5.0,28.0,28.0,14481.0,34.0,1.0,0.8235293875432533,0.034482758620689655,0,1
50.0,7.0,7.0,55.0,10465.0,50.0,2.0,1.0999999780000005,0.125,1,1
39.0,5.0,12.0,1.0,5328.0,65.0,1.0,0.015384615147928998,0.07692307692307693,0,0
51.0,6.0,26.0,6.0,10035.0,33.0,1.0,0.18181817630854014,0.037037037037037035,0,0
57.0,0.0,11.0,45.0,8001.0,68.0,2.0,0.6617646961505192,0.08333333333333333,1,0
39.0,6.0,18.0,56.0,9523.0,33.0,0.0,1.6969696455463745,0.05263157894736842,1,1
47.0,3.0,19.0,27.0,12903.0,32.0,0.0,0.8437499736328133,0.05,0,0
27.0,5.0,7.0,30.0,13240.0,5.0,1.0,5.99999880000024,0.125,0,1
37.0,5.0,6.0,12.0,11560.0,47.0,1.0,0.25531914350384805,0.14285714285714285,0,1
62.0,2.0,10.0,31.0,2274.0,46.0,1.0,0.6739130288279777,0.09090909090909091,1,1
61.0,4.0,14.0,23.0,14628.0,73.0,0.0,0.31506848883467825,0.06666666666666667,0,0
31.0,6.0,16.0,20.0,7920.0,92.0,2.0,0.21739130198487716,0.058823529411764705,0,1
62.0,0.0,3.0,59.0,2259.0,13.0,0.0,4.53846118934914,0.25,1,0
34.0,2.0,15.0,14.0,659.0,29.0,2.0,0.48275860404280674,0.0625,0,1
46.0,6.0,19.0,1.0,3819.0,12.0,1.0,0.08333332638888948,0.05,0,0
29.0,0.0,2.0,39.0,1531.0,20.0,2.0,1.9499999025000048,0.3333333333333333,1,0
58.0,5.0,14.0,6.0,13765.0,52.0,2.0,0.11538461316568052,0.06666666666666667,0,1
47.0,4.0,14.0,1.0,10074.0,17.0,2.0,0.05882352595155729,0.06666666666666667,0,1
48.0,6.0,8.0,1.0,10437.0,62.0,1.0,0.01612903199791884,0.1111111111111111,0,1
45.0,4.0,9.0,43.0,2746.0,34.0,2.0,1.2647058451557105,0.1,1,1
20.0,4.0,29.0,35.0,12947.0,39.0,2.0,0.8974358744247213,0.03333333333333333,1,1
58.0,6.0,4.0,24.0,13414.0,83.0,0.0,0.28915662302220935,0.2,0,0
34.0,1.0,4.0,55.0,1263.0,73.0,0.0,0.753424647213361,0.2,1,1
58.0,5.0,16.0,18.0,7944.0,40.0,0.0,0.4499999887500003,0.058823529411764705,0,1
39.0,2.0,20.0,37.0,13577.0,50.0,1.0,0.7399999852000003,0.047619047619047616,1,1
35.0,6.0,9.0,36.0,2832.0,78.0,2.0,0.46153845562130186,0.1,1,1
41.0,2.0,24.0,14.0,2305.0,59.0,0.0,0.23728813157138762,0.04,0,1
19.0,7.0,26.0,13.0,4931.0,74.0,1.0,0.1756756733016801,0.037037037037037035,0,0
60.0,5.0,9.0,17.0,5502.0,27.0,1.0,0.6296296063100145,0.1,0,1
34.0,1.0,26.0,47.0,7654.0,86.0,1.0,0.5465116215521905,0.037037037037037035,1,1
35.0,4.0,24.0,7.0,11259.0,16.0,2.0,0.4374999726562517,0.04,0,0
20.0,3.0,21.0,3.0,3602.0,18.0,0.0,0.1666666574074079,0.045454545454545456,0,0
55.0,3.0,26.0,33.0,4108.0,83.0,0.0,0.3975903566555379,0.037037037037037035,1,1
30.0,5.0,14.0,38.0,394.0,67.0,2.0,0.5671641706393408,0.06666666666666667,1,1
43.0,5.0,29.0,41.0,6619.0,67.0,0.0,0.6119402893740256,0.03333333333333333,1,1
57.0,3.0,7.0,54.0,12224.0,54.0,2.0,0.9999999814814818,0.125,1,0
60.0,1.0,21.0,6.0,8749.0,51.0,2.0,0.11764705651672439,0.045454545454545456,0,0
29.0,0.0,21.0,39.6,7718.0,82.0,1.0,0.4829268233789412,0.045454545454545456,1,0
48.0,1.0,24.0,41.0,12637.0,9.0,2.0,4.555555049382773,0.04,1,0
42.0,5.0,3.0,2.0,2728.0,81.0,0.0,0.024691357719859783,0.25,0,0
27.0,0.0,10.0,16.0,6484.0,7.0,1.0,2.28571395918372,0.09090909090909091,0,0
52.0,6.0,5.0,10.0,1915.0,95.0,0.0,0.10526315678670362,0.16666666666666666,0,0
28.0,7.0,3.0,45.0,8994.0,95.0,0.0,0.47368420554016627,0.25,1,1
53.0,4.0,29.0,6.0,4084.0,28.0,2.0,0.21428570663265334,0.03333333333333333,0,0
46.0,7.0,25.0,34.0,4270.0,65.0,2.0,0.523076915029586,0.038461538461538464,1,0
44.0,3.0,23.0,19.0,5610.0,7.0,1.0,2.7142853265306677,0.041666666666666664,0,1
23.0,6.0,29.0,56.0,8027.0,66.0,0.0,0.8484848356290177,0.03333333333333333,1,1
31.0,3.0,7.0,5.0,3488.0,70.0,1.0,0.07142857040816328,0.125,0,0
34.0,4.0,22.0,29.0,3837.0,70.0,0.0,0.414285708367347,0.043478260869565216,0,0
31.0,2.0,24.0,23.0,2516.0,72.0,0.0,0.3194444400077161,0.04,0,0
44.0,5.0,18.0,43.0,12860.0,71.0,1.0,0.6056337942868479,0.05263157894736842,1,0
39.0,2.0,27.0,28.0,3960.0,60.0,2.0,0.46666665888888903,0.03571428571428571,0,0
19.0,0.0,17.0,53.0,9040.0,57.0,2.0,0.9298245450907975,0.05555555555555555,1,1
54.0,4.0,21.0,2.0,8065.0,49.0,0.0,0.040816325697626006,0.045454545454545456,0,0
58.0,7.0,26.0,51.0,10370.0,59.0,1.0,0.8644067650100549,0.037037037037037035,1,0
43.0,7.0,10.0,43.0,13948.0,41.0,1.0,1.0487804622248669,0.09090909090909091,1,1
52.0,2.0,2.0,15.0,13452.0,93.0,2.0,0.16129032084634065,0.3333333333333333,0,0
26.0,0.0,22.0,28.0,12126.0,78.0,2.0,0.35897435437212366,0.043478260869565216,0,0
31.0,6.0,23.0,44.4,10380.0,97.0,2.0,0.45773195404400047,0.041666666666666664,1,0
63.0,7.0,29.0,10.0,12733.0,26.0,1.0,0.3846153698224858,0.03333333333333333,0,0
25.0,4.0,29.0,18.0,12839.0,46.0,2.0,0.3913043393194709,0.03333333333333333,0,1
18.0,1.0,29.0,27.0,9050.0,56.0,0.0,0.4821428485331634,0.03333333333333333,0,1
44.0,6.0,16.0,18.0,4373.0,72.0,1.0,0.24999999652777782,0.058823529411764705,0,0
57.0,5.0,17.0,14.0,8628.0,41.0,0.0,0.3414634063057706,0.05555555555555555,0,0
58.0,5.0,4.0,9.0,9542.0,35.0,0.0,0.2571428497959186,0.2,0,0
37.0,0.0,21.0,43.0,7387.0,78.0,1.0,0.5512820442143328,0.045454545454545456,1,0
54.0,7.0,22.0,9.0,1573.0,56.0,1.0,0.16071428284438782,0.043478260869565216,0,1
44.0,2.0,4.0,5.0,10575.0,95.0,1.0,0.05263157839335181,0.2,0,0
28.0,2.0,26.0,27.0,9683.0,84.0,1.0,0.32142856760204086,0.037037037037037035,0,1
29.4,6.0,13.0,49.0,11888.0,10.0,0.0,4.8999995100000495,0.07142857142857142,1,0
60.0,1.0,20.0,9.0,566.0,10.0,1.0,0.8999999100000091,0.047619047619047616,0,1
29.0,0.0,2.0,47.0,6050.0,80.0,1.0,0.5874999926562501,0.3333333333333333,1,0
25.0,5.0,29.0,23.0,3630.0,43.0,1.0,0.5348837084910766,0.03333333333333333,0,0
39.0,7.0,16.0,10.0,12581.0,94.0,0.0,0.10638297759167045,0.058823529411764705,0,1
31.0,5.0,26.0,50.0,14374.0,50.0,0.0,0.9999999800000005,0.037037037037037035,1,1
58.0,1.0,13.0,56.0,8082.0,57.0,1.0,0.9824561231148049,0.07142857142857142,1,1
25.0,4.0,27.0,29.0,3730.0,12.0,0.0,2.4166664652777947,0.03571428571428571,0,0
51.0,7.0,14.0,19.0,12474.0,34.0,2.0,0.558823512975779,0.06666666666666667,0,0
60.0,4.0,24.0,28.0,13916.0,57.0,0.0,0.49122806155740245,0.04,0,0
32.0,6.0,27.0,33.0,597.0,98.0,1.0,0.33673469044148274,0.03571428571428571,1,0
29.0,5.0,16.0,26.0,11026.0,69.0,2.0,0.37681158874186105,0.058823529411764705,0,1
21.0,1.0,2.0,37.0,7703.0,94.0,2.0,0.3936170170891807,0.3333333333333333,1,1
57.0,2.0,24.0,14.0,13572.0,40.0,1.0,0.34999999125000025,0.04,0,1
22.0,1.0,12.0,57.0,14755.0,11.0,2.0,5.181817710743845,0.07692307692307693,1,0
62.0,5.0,22.0,34.0,12178.0,9.0,1.0,3.7777773580247382,0.043478260869565216,1,0
23.0,2.0,9.0,4.0,10533.0,39.0,1.0,0.10256409993425386,0.1,0,0
45.0,2.0,19.0,12.0,11771.0,32.0,1.0,0.3749999882812504,0.05,0,0
48.0,1.0,25.0,19.0,3140.0,15.0,1.0,1.2666665822222278,0.038461538461538464,0,0
43.2,0.0,2.0,12.0,6920.0,4.0,0.0,2.9999992500001875,0.3333333333333333,0,0
27.0,6.0,24.0,6.0,12812.0,8.0,1.0,0.7499999062500118,0.04,0,0
53.0,1.0,1.0,25.0,13899.0,9.0,2.0,2.777777469135837,0.5,0,0
35.0,2.0,9.0,36.0,14235.0,29.0,2.0,1.241379267538646,0.1,1,0
35.0,5.0,14.4,16.0,10426.0,70.0,0.0,0.2285714253061225,0.06493506493506493,0,0
47.0,1.0,21.0,1.0,2445.0,84.0,0.0,0.01190476176303855,0.045454545454545456,0,0
48.0,5.0,20.0,52.0,4182.0,81.0,2.0,0.6419753007163543,0.047619047619047616,1,0
59.0,2.0,16.0,2.0,8901.0,90.0,0.0,0.022222221975308647,0.058823529411764705,0,1
64.0,7.0,15.0,3.0,10651.0,50.0,2.0,0.05999999880000003,0.0625,0,1
30.0,0.0,1.0,45.0,1655.0,32.0,1.0,1.406249956054689,0.5,1,0
39.0,6.0,25.0,2.0,1786.0,3.0,2.0,0.6666664444445185,0.038461538461538464,0,0
33.0,5.0,5.0,35.0,1965.0,80.0,0.0,0.4374999945312501,0.16666666666666666,1,1
62.0,6.0,25.0,53.0,6657.0,16.0,2.0,3.3124997929687625,0.038461538461538464,1,1
47.0,5.0,14.0,54.0,6237.0,55.0,0.0,0.9818181639669425,0.06666666666666667,1,1
46.0,5.0,15.0,44.0,1127.0,79.0,1.0,0.5569620182663035,0.0625,1,1
57.0,5.0,3.0,30.0,2960.0,46.0,2.0,0.6521738988657848,0.25,0,1
31.0,0.0,13.0,15.0,7733.0,88.0,1.0,0.170454543517562,0.07142857142857142,0,0
29.0,2.0,15.0,59.0,1151.0,38.0,2.0,1.5526315380886437,0.0625,1,1
45.0,5.0,19.0,1.0,3818.0,15.0,2.0,0.06666666222222252,0.05,0,0
58.0,0.0,22.0,27.0,7095.0,37.0,1.0,0.7297297100073051,0.043478260869565216,0,1
60.0,6.0,2.0,42.0,9007.0,73.0,0.0,0.5753424578720211,0.3333333333333333,1,1
29.0,0.0,8.0,40.0,9175.0,60.0,2.0,0.6666666555555558,0.1111111111111111,1,1
62.0,2.0,20.0,48.0,2250.0,96.0,2.0,0.49999999479166674,0.047619047619047616,1,1
22.0,3.0,24.0,54.0,13078.0,94.0,2.0,0.5744680789950205,0.04,1,0
25.0,6.0,1.0,39.0,8050.0,26.0,1.0,1.4999999423076944,0.5,1,0
44.0,4.0,11.0,58.0,4908.0,97.0,0.0,0.5979381381655863,0.08333333333333333,1,1
30.0,0.0,21.0,10.0,2002.0,80.0,1.0,0.12499999843750002,0.045454545454545456,0,0
56.0,5.0,9.0,57.0,2714.0,85.0,2.0,0.6705882274048444,0.1,1,0
34.0,2.0,11.0,25.0,5287.0,41.0,1.0,0.609756082688876,0.08333333333333333,0,1
42.0,5.0,9.0,25.0,2522.0,50.0,0.0,0.4999999900000002,0.1,0,1
63.0,6.0,24.0,52.0,5049.0,84.0,0.0,0.6190476116780046,0.04,1,1
37.0,1.0,27.0,42.0,14636.0,43.0,1.0,0.9767441633315311,0.03571428571428571,1,0
60.0,4.0,20.0,36.0,2102.0,30.0,0.0,1.1999999600000013,0.047619047619047616,1,0
47.0,0.0,1.0,53.0,5634.0,36.0,1.0,1.4722221813271616,0.5,1,1
57.0,1.0,10.0,51.0,9480.0,2.0,0.0,25.499987250006374,0.09090909090909091,1,1
54.0,5.0,12.6,44.0,12259.0,88.0,1.0,0.4999999943181819,0.07352941176470588,1,0
42.0,7.0,9.0,27.4,14139.0,27.0,0.0,1.0148147772290823,0.1,0,1
22.0,4.0,9.0,26.0,3400.0,87.0,0.0,0.29885057127757964,0.1,0,1
46.2,7.0,13.4,44.0,14586.0,71.0,1.0,0.6197183011307281,0.06944444444444445,1,0
36.0,4.0,6.0,47.0,8270.0,86.0,2.0,0.5465116215521905,0.14285714285714285,1,0
38.0,0.0,22.0,38.0,2050.0,15.0,0.0,2.5333331644444557,0.043478260869565216,1,1
61.0,3.0,10.0,38.0,6315.0,69.0,2.0,0.5507246296996431,0.09090909090909091,1,0
